drop_length,adv,rec,avg_vel,width,y
-0.5598853,-0.034505352,0.5235483,-0.43912444,-0.09444153,-0.39735302
-0.5351225,-0.3041752,0.49392456,-0.38955596,-0.32883072,-0.33773777
0.025229454,-0.13069339,-0.08111949,0.18352218,-0.45967028,0.30698445
2.382185,-25.586706,1.7820427,-0.6997661,-1.8656671,0.7400181
-0.9899639,-0.9498373,0.99995106,-1.1111869,0.43494913,-1.1751132
-0.7930359,-0.59800816,0.79404515,-0.80266243,0.15178488,-0.82387316
-0.897263,-0.7511306,0.9376783,-1.0033969,0.43248966,-1.0610921
-0.9322388,-0.7038734,0.9018962,-0.7731213,-0.46942022,-0.7465472
0.4032206,0.12806202,-0.45519084,0.56915325,-0.48034057,0.7292193
-1.0948274,-1.1615952,1.0603678,-1.2142711,0.3907257,-1.2823582
-0.13021076,-0.11552289,0.10203923,-0.0024589475,-0.30220518,0.08208647
0.98075074,-4.979889,-1.5694755,1.2200626,-2.3354619,0.26421887
-0.47901016,0.050701916,0.44694006,-0.34860888,-0.122821316,-0.29707956
-0.15222935,-0.24026293,0.10070549,0.011390966,-0.48545286,0.118985996
-1.3644688,-1.6303338,1.3892863,-1.5060105,0.34799287,-1.6321242
-0.7187932,-0.24433796,0.74431956,-0.7224559,0.25413805,-0.73006713
-1.0854648,-1.1487098,1.0539534,-1.2111571,0.4139646,-1.2795751
2.0006485,1.6587545,-2.0120783,1.7617536,0.15206452,1.4468818
-0.38048208,-0.13148569,0.34083718,-0.25198132,-0.22095384,-0.19509672
0.1721757,0.0639445,-0.21025132,0.29484797,-0.27766153,0.4091659
-0.8015295,-0.5273509,0.8245438,-0.84681875,0.30257007,-0.8770907
0.02191919,-0.11966647,-0.0805947,0.17356214,-0.423721,0.29296637
0.2574834,0.553376,-0.21547289,0.41082636,-0.29610407,0.5342428
0.33790225,0.20719983,-0.36996257,0.4724733,-0.31732047,0.6063255
-1.368949,-1.6257492,1.3911142,-1.4978728,0.30817485,-1.6214739
1.3819586,-24.135683,-2.7447588,1.6616951,-2.5376456,0.49064285
2.4312367,1.49392,-2.4008377,2.059357,0.088431254,1.6609321
-0.8687273,-0.6526201,0.9161913,-0.96659803,0.43534845,-1.0188425
0.25318748,0.192035,-0.27442545,0.38050082,-0.2800497,0.501496
1.1573207,0.8790036,-1.1651008,1.1528087,-0.20248304,1.1401756
2.2400422,1.6195685,-2.262622,1.9479129,0.14258878,1.558552
-1.4532654,-1.7451357,1.5155382,-1.6251557,0.5497927,-1.8092825
-1.0726323,-1.0570903,1.115484,-1.25721,0.596991,-1.3396032
-1.2827067,-1.4351546,1.2961578,-1.4986856,0.6583603,-1.6191847
-1.2928258,-1.4373955,1.2454015,-1.3653295,0.17803515,-1.4480182
-0.7717262,-0.5375495,0.7512726,-0.73478013,0.02259529,-0.74090344
0.45853508,0.56552726,-0.43275368,0.618287,-0.3573412,0.76552445
-0.7224838,-0.40746886,0.72018963,-0.708423,0.13846165,-0.7144274
-0.26488152,-0.28689766,0.21110193,-0.10971469,-0.43793574,-0.018789265
1.1073182,0.5844357,-1.1584415,1.1367977,-0.3046989,1.1724542
0.64604765,0.28060406,-0.7028877,0.82171893,-0.51496166,1.0042108
-0.23006386,-0.19789188,0.19610475,-0.09297137,-0.3460154,-0.012446348
-1.5240848,-7.5482016,-0.805888,-0.3870672,-3.733176,0.68566966
-1.4165095,-1.7054923,1.4740644,-1.5834388,0.4990662,-1.7549062
-0.17965326,0.2327045,0.16494815,-0.042780537,-0.17684147,0.036337238
1.2079979,0.7347277,-1.2529259,1.191115,-0.21038349,1.1762311
0.7838048,0.3826517,-0.8391395,0.8945715,-0.38957056,1.0149245
-1.2235537,-1.3647636,1.2096891,-1.3953654,0.54285616,-1.5009339
-1.2869804,-1.4572269,1.2489803,-1.3900331,0.27194655,-1.4803491
-0.9534214,-0.7951779,0.9043471,-0.8715587,-0.18739276,-0.8799305
-1.3465986,-1.569698,1.3480093,-1.458195,0.26769498,-1.5695486
1.296056,-16.14678,-0.29893634,-0.0054673627,0.15337066,0.021748085
0.346115,0.20398901,-0.38059032,0.48169193,-0.32289174,0.617237
-0.16158673,0.42837727,0.17329375,-0.0058184443,-0.20392342,0.082897276
-1.1180589,-1.1063879,1.0950818,-1.1122968,-0.0268193,-1.1616555
-1.3830676,-1.5546256,1.3672186,-1.4490757,0.10242179,-1.541106
1.9098874,1.0709282,-1.9499059,1.7414976,-0.11059275,1.53466
0.08559623,0.3350764,-0.0714422,0.22325177,-0.2465245,0.32625607
-1.3067398,-1.5306836,1.2948012,-1.4609661,0.4214202,-1.5695997
-0.6126585,-0.1595029,0.587068,-0.52594733,-0.023011547,-0.4995292
-1.2552158,-6.552715,0.54157627,0.75802344,-1.7330208,0.8632926
